record,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Custom_Age,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Miss_school_no_permission,Other_students_kind_and_helpful,Parents_understand_problems,Most_of_the_time_or_always_felt_lonely,Missed_classes_or_school_without_permission,Were_underweight,Were_overweight,Were_obese
26756,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,Yes,No
26757,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Always,No,No,No,Yes,No
26759,Yes,Yes,Yes,16 years old,Female,1 time,1 time,Most of the time,3 or more,0 days,Rarely,Never,Yes,No,No,No,No
26760,No,No,No,15 years old,Male,1 time,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,No,No
26761,No,No,No,16 years old,Male,0 times,1 time,Never,3 or more,0 days,Always,Rarely,No,No,No,Yes,Yes
26763,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Sometimes,No,No,No,Yes,Yes
26764,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Never,Always,No,No,Yes,No,No
26766,No,No,No,16 years old,Male,0 times,0 times,Rarely,2,0 days,Most of the time,Sometimes,No,No,No,No,No
26767,No,No,No,17 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
26768,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No,No,No,No
26769,No,No,Yes,16 years old,Female,0 times,0 times,Sometimes,1,0 days,Most of the time,Always,No,No,No,Yes,No
26771,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Most of the time,Most of the time,No,Yes,No,No,No
26772,Yes,No,Yes,17 years old,Male,0 times,0 times,Most of the time,0,0 days,Never,Sometimes,Yes,No,No,No,No
26773,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No,No,No,No
26775,No,No,No,17 years old,Female,0 times,0 times,Never,1,0 days,Most of the time,Most of the time,No,No,No,No,No
26776,No,No,No,17 years old,Male,0 times,0 times,Rarely,1,0 days,Most of the time,Always,No,No,No,Yes,Yes
26778,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Never,No,No,No,No,No
26780,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,3 to 5 days,Always,Always,No,Yes,No,Yes,Yes
26781,No,No,No,13 years old,Male,0 times,0 times,Sometimes,2,0 days,Always,Never,No,No,Yes,No,No
26783,No,No,No,13 years old,Male,0 times,1 time,Never,3 or more,0 days,Sometimes,Always,No,No,No,No,No
26785,No,No,No,13 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Rarely,Sometimes,No,No,No,No,No
26786,No,Yes,Yes,13 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Sometimes,Rarely,Yes,No,No,Yes,Yes
26788,No,No,Yes,14 years old,Male,0 times,2 or 3 times,Never,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
26792,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
26793,Yes,No,No,13 years old,Female,0 times,0 times,Most of the time,3 or more,1 or 2 days,Rarely,Most of the time,Yes,Yes,No,No,No
26800,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
26801,No,Yes,Yes,14 years old,Female,12 or more times,4 or 5 times,Sometimes,3 or more,3 to 5 days,Rarely,Rarely,No,Yes,No,No,No
26802,Yes,Yes,Yes,14 years old,Male,4 or 5 times,6 or 7 times,Sometimes,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes,No,Yes,No
26806,No,Yes,Yes,14 years old,Female,12 or more times,4 or 5 times,Sometimes,3 or more,3 to 5 days,Rarely,Rarely,No,Yes,No,No,No
26807,No,No,No,15 years old,Female,4 or 5 times,1 time,Rarely,3 or more,0 days,Rarely,Rarely,No,No,No,No,No
26809,Yes,No,No,13 years old,Male,2 or 3 times,2 or 3 times,Never,0,6 to 9 days,Rarely,Sometimes,No,Yes,No,No,No
26814,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Never,Never,No,No,No,Yes,Yes
26815,No,Yes,No,16 years old,Female,0 times,0 times,Sometimes,0,3 to 5 days,Rarely,Never,No,Yes,No,No,No
26821,Yes,Yes,Yes,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Never,No,No,No,No,No
26823,No,No,No,15 years old,Female,0 times,0 times,Never,1,0 days,Rarely,Always,No,No,No,Yes,No
26827,No,No,No,15 years old,Male,1 time,0 times,Rarely,0,0 days,Most of the time,Never,No,No,No,Yes,Yes
26828,No,No,No,16 years old,Male,0 times,0 times,Sometimes,2,1 or 2 days,Most of the time,Never,No,Yes,No,No,No
26830,No,No,No,15 years old,Male,0 times,0 times,Rarely,2,1 or 2 days,Sometimes,Never,No,Yes,No,No,No
26831,No,No,Yes,15 years old,Female,1 time,0 times,Most of the time,2,0 days,Most of the time,Rarely,Yes,No,No,No,No
26833,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Always,Sometimes,No,Yes,No,No,No
26834,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Always,No,Yes,No,Yes,No
26835,Yes,Yes,Yes,16 years old,Female,1 time,0 times,Always,3 or more,10 or more days,Sometimes,Always,Yes,Yes,No,No,No
26836,No,No,No,17 years old,Male,12 or more times,12 or more times,Never,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
26837,No,Yes,Yes,17 years old,Female,0 times,0 times,Sometimes,2,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
26838,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,6 to 9 days,Sometimes,Rarely,No,Yes,No,No,No
26843,No,No,Yes,16 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Most of the time,No,Yes,No,No,No
26844,Yes,No,No,16 years old,Female,0 times,0 times,Sometimes,2,0 days,Rarely,Sometimes,No,No,No,No,No
26845,No,No,No,16 years old,Female,0 times,0 times,Sometimes,1,3 to 5 days,Rarely,Never,No,Yes,No,No,No
26846,No,No,Yes,16 years old,Female,4 or 5 times,0 times,Sometimes,3 or more,3 to 5 days,Sometimes,Sometimes,No,Yes,No,No,No
26847,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Never,No,No,No,No,No
26849,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Rarely,No,Yes,No,No,No
26851,No,Yes,No,16 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Never,Yes,No,No,No,No
26853,No,No,No,17 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Sometimes,Never,Yes,No,No,Yes,Yes
26855,No,No,No,17 years old,Male,0 times,0 times,Rarely,2,0 days,Sometimes,Rarely,No,No,No,No,No
26857,No,No,No,17 years old,Female,0 times,0 times,Rarely,2,0 days,Rarely,Rarely,No,No,No,Yes,Yes
26858,No,Yes,Yes,17 years old,Female,0 times,0 times,Sometimes,1,1 or 2 days,Always,Never,No,Yes,No,Yes,Yes
26861,No,Yes,No,14 years old,Male,0 times,1 time,Never,2,0 days,Never,Never,No,No,No,No,No
26862,No,No,No,13 years old,Male,0 times,0 times,Never,0,0 days,Rarely,Sometimes,No,No,No,No,No
26863,Yes,No,No,13 years old,Female,12 or more times,0 times,Most of the time,2,0 days,Rarely,Never,Yes,No,No,No,No
26864,No,Yes,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Never,Never,No,No,No,Yes,No
26866,No,No,No,13 years old,Female,0 times,0 times,Never,2,0 days,Rarely,Always,No,No,No,Yes,No
26867,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Rarely,Always,No,No,No,Yes,No
26870,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Sometimes,No,No,No,No,No
26871,No,No,No,14 years old,Female,0 times,0 times,Sometimes,2,0 days,Rarely,Sometimes,No,No,No,Yes,No
26872,No,No,No,14 years old,Female,0 times,0 times,Never,1,0 days,Sometimes,Always,No,No,No,No,No
26873,No,No,No,14 years old,Male,1 time,0 times,Never,3 or more,0 days,Never,Sometimes,No,No,No,No,No
26874,No,No,No,13 years old,Female,0 times,2 or 3 times,Never,2,0 days,Most of the time,Most of the time,No,No,No,No,No
26875,No,No,No,13 years old,Female,0 times,1 time,Most of the time,2,0 days,Sometimes,Most of the time,Yes,No,No,No,No
26876,No,No,No,13 years old,Male,1 time,1 time,Rarely,2,0 days,Rarely,Never,No,No,No,No,No
26877,No,No,No,13 years old,Female,0 times,0 times,Never,0,0 days,Rarely,Sometimes,No,No,No,Yes,No
26878,No,No,No,13 years old,Male,0 times,0 times,Never,2,0 days,Most of the time,Most of the time,No,No,No,Yes,No
26879,No,No,No,13 years old,Female,0 times,0 times,Never,2,0 days,Most of the time,Most of the time,No,No,No,Yes,No
26880,No,No,No,13 years old,Female,0 times,0 times,Never,2,0 days,Most of the time,Most of the time,No,No,No,No,No
26881,No,No,No,13 years old,Male,0 times,0 times,Never,2,0 days,Most of the time,Most of the time,No,No,No,No,No
26882,No,No,No,13 years old,Female,0 times,0 times,Never,2,0 days,Most of the time,Most of the time,No,No,No,Yes,No
26883,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No,No,Yes,No
26885,No,No,No,13 years old,Female,0 times,0 times,Never,1,0 days,Most of the time,Most of the time,No,No,No,No,No
26888,No,Yes,Yes,13 years old,Female,0 times,0 times,Never,2,0 days,Most of the time,Most of the time,No,No,No,Yes,No
26889,No,No,No,13 years old,Male,0 times,0 times,Never,2,1 or 2 days,Sometimes,Sometimes,No,Yes,No,Yes,No
26890,No,Yes,Yes,13 years old,Female,0 times,0 times,Never,2,0 days,Most of the time,Most of the time,No,No,No,Yes,No
26891,No,No,No,13 years old,Male,0 times,0 times,Never,2,0 days,Most of the time,Sometimes,No,No,No,Yes,No
26892,No,No,No,13 years old,Female,0 times,0 times,Never,2,0 days,Most of the time,Most of the time,No,No,No,No,No
26893,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Sometimes,Most of the time,No,Yes,No,Yes,No
26894,No,No,No,13 years old,Female,0 times,0 times,Never,2,1 or 2 days,Most of the time,Most of the time,No,Yes,No,Yes,No
26895,No,Yes,Yes,13 years old,Male,0 times,0 times,Never,2,3 to 5 days,Most of the time,Most of the time,No,Yes,No,Yes,No
26896,No,No,No,14 years old,Male,0 times,0 times,Never,0,0 days,Never,Never,No,No,No,Yes,No
26898,No,No,No,14 years old,Female,0 times,0 times,Never,0,0 days,Never,Never,No,No,No,No,No
26900,No,No,No,14 years old,Male,0 times,4 or 5 times,Never,3 or more,1 or 2 days,Rarely,Rarely,No,Yes,No,No,No
26901,No,No,No,14 years old,Male,0 times,0 times,Never,1,0 days,Rarely,Rarely,No,No,No,Yes,No
26906,No,No,No,14 years old,Female,0 times,0 times,Never,1,0 days,Sometimes,Sometimes,No,No,No,Yes,Yes
26907,No,No,No,15 years old,Female,0 times,0 times,Sometimes,2,0 days,Most of the time,Rarely,No,No,No,Yes,No
26909,No,No,No,14 years old,Male,0 times,0 times,Never,1,0 days,Rarely,Always,No,No,No,No,No
26913,No,No,No,14 years old,Male,0 times,1 time,Never,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
26915,No,No,No,16 years old,Female,0 times,0 times,Rarely,2,0 days,Most of the time,Sometimes,No,No,No,No,No
26918,Yes,No,No,15 years old,Male,0 times,1 time,Sometimes,2,0 days,Sometimes,Rarely,No,No,No,Yes,Yes
26919,No,No,No,16 years old,Female,0 times,0 times,Rarely,2,0 days,Sometimes,Always,No,No,No,No,No
26920,Yes,No,No,16 years old,Female,0 times,1 time,Most of the time,2,1 or 2 days,Rarely,Always,Yes,Yes,No,No,No
26922,Yes,Yes,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Never,No,No,No,No,No
26923,No,No,Yes,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Never,Never,No,No,No,No,No
26925,No,No,No,15 years old,Female,0 times,0 times,Rarely,2,0 days,Rarely,Rarely,No,No,No,No,No
26926,No,No,No,15 years old,Female,0 times,0 times,Rarely,2,0 days,Rarely,Sometimes,No,No,No,No,No
26928,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Rarely,Most of the time,No,No,No,No,No
26932,No,Yes,Yes,16 years old,Female,0 times,0 times,Never,1,0 days,Rarely,Never,No,No,No,Yes,No
26933,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,No,No
26935,No,No,No,16 years old,Male,0 times,0 times,Sometimes,2,1 or 2 days,Sometimes,Sometimes,No,Yes,No,No,No
26936,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Rarely,No,No,No,Yes,No
26937,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Rarely,No,No,No,Yes,No
26940,No,No,No,16 years old,Female,0 times,0 times,Rarely,1,0 days,Rarely,Sometimes,No,No,No,No,No
26941,Yes,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Never,Sometimes,No,No,No,No,No
26942,Yes,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Never,Sometimes,No,No,No,No,No
26943,No,No,No,16 years old,Male,0 times,0 times,Never,1,1 or 2 days,Most of the time,Sometimes,No,Yes,No,Yes,No
26944,Yes,Yes,Yes,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Never,Always,No,No,No,No,No
26945,No,No,No,17 years old,Female,0 times,0 times,Never,3 or more,0 days,Never,Most of the time,No,No,No,No,No
26946,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Never,Most of the time,No,No,No,No,No
26947,No,No,No,16 years old,Male,0 times,1 time,Rarely,3 or more,1 or 2 days,Sometimes,Most of the time,No,Yes,No,Yes,No
26948,Yes,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Sometimes,No,No,No,No,No
26950,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,3 to 5 days,Sometimes,Most of the time,No,Yes,No,Yes,No
26951,No,No,No,16 years old,Male,0 times,0 times,Rarely,2,1 or 2 days,Sometimes,Rarely,No,Yes,No,Yes,No
26953,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
26954,No,No,No,17 years old,Male,0 times,0 times,Never,1,1 or 2 days,Always,Always,No,Yes,No,No,No
26955,No,No,No,17 years old,Female,0 times,2 or 3 times,Most of the time,2,1 or 2 days,Never,Rarely,Yes,Yes,No,Yes,No
26956,No,Yes,Yes,17 years old,Male,0 times,12 or more times,Most of the time,0,6 to 9 days,Never,Rarely,Yes,Yes,No,No,No
26957,No,No,No,17 years old,Female,0 times,0 times,Most of the time,3 or more,1 or 2 days,Rarely,Never,Yes,Yes,No,No,No
26958,No,No,No,17 years old,Female,0 times,0 times,Most of the time,3 or more,3 to 5 days,Rarely,Most of the time,Yes,Yes,No,No,No
26959,No,No,No,17 years old,Female,0 times,0 times,Most of the time,3 or more,10 or more days,Sometimes,Never,Yes,Yes,No,No,No
26960,No,No,No,17 years old,Female,0 times,0 times,Rarely,0,0 days,Rarely,Sometimes,No,No,No,No,No
26961,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Rarely,No,No,No,No,No
26962,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Rarely,Never,No,Yes,No,No,No
26963,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
26964,No,No,No,17 years old,Female,0 times,0 times,Most of the time,3 or more,10 or more days,Sometimes,Never,Yes,Yes,No,No,No
26967,No,Yes,No,14 years old,Male,0 times,1 time,Never,2,0 days,Never,Never,No,No,No,Yes,No
26968,No,No,No,13 years old,Male,0 times,0 times,Never,0,0 days,Rarely,Sometimes,No,No,No,Yes,No
26969,Yes,No,No,13 years old,Female,12 or more times,0 times,Most of the time,2,0 days,Rarely,Never,Yes,No,No,No,No
26970,No,Yes,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Never,Never,No,No,No,Yes,Yes
26972,No,No,No,13 years old,Female,0 times,0 times,Never,2,0 days,Rarely,Always,No,No,No,Yes,Yes
26976,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Sometimes,No,No,No,Yes,No
26977,No,No,No,14 years old,Female,0 times,0 times,Sometimes,2,0 days,Rarely,Sometimes,No,No,No,Yes,No
26978,No,No,No,14 years old,Female,0 times,0 times,Never,1,0 days,Sometimes,Always,No,No,No,No,No
26979,No,No,No,14 years old,Male,1 time,0 times,Never,3 or more,0 days,Never,Sometimes,No,No,No,No,No
26981,No,No,No,13 years old,Female,0 times,1 time,Most of the time,2,0 days,Sometimes,Most of the time,Yes,No,No,No,No
26982,No,No,No,14 years old,Male,1 time,1 time,Rarely,2,0 days,Rarely,Never,No,No,Yes,No,No
26983,Yes,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Sometimes,No,No,No,No,No
26984,No,No,No,13 years old,Male,8 or 9 times,0 times,Rarely,3 or more,0 days,Rarely,Sometimes,No,No,No,Yes,Yes
26985,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Rarely,Always,No,No,No,No,No
26986,No,No,No,13 years old,Male,0 times,1 time,Never,3 or more,3 to 5 days,Rarely,Rarely,No,Yes,No,No,No
26987,No,No,Yes,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
26989,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Sometimes,No,No,No,Yes,Yes
26990,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,Yes,No
26991,Yes,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No,No,Yes,No
26993,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
26994,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Always,Always,No,Yes,No,Yes,No
26995,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No,No,No,No
26996,No,No,No,13 years old,Female,1 time,1 time,Most of the time,2,3 to 5 days,Rarely,Never,Yes,Yes,No,No,No
26997,No,No,No,14 years old,Female,0 times,0 times,Never,2,3 to 5 days,Always,Always,No,Yes,No,Yes,No
26998,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
27000,No,No,No,15 years old,Male,0 times,0 times,Never,0,0 days,Never,Never,No,No,No,No,No
27005,No,No,No,14 years old,Male,0 times,0 times,Never,1,0 days,Rarely,Rarely,No,No,No,Yes,No
27007,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Sometimes,No,No,No,No,No
27009,No,No,No,14 years old,Female,0 times,0 times,Never,1,0 days,Sometimes,Sometimes,No,No,No,Yes,Yes
27010,No,No,No,15 years old,Female,0 times,0 times,Sometimes,2,0 days,Most of the time,Rarely,No,No,No,Yes,No
27012,No,No,No,14 years old,Male,0 times,0 times,Never,1,0 days,Rarely,Always,No,No,No,No,No
27014,Yes,Yes,Yes,15 years old,Female,10 or 11 times,12 or more times,Never,2,0 days,Rarely,Never,No,No,No,No,No
27020,No,No,No,14 years old,Male,0 times,1 time,Never,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
27022,Yes,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Most of the time,No,No,No,Yes,No
27023,No,No,No,14 years old,Male,0 times,1 time,Never,1,0 days,Sometimes,Always,No,No,No,Yes,No
27025,No,No,No,16 years old,Female,0 times,0 times,Rarely,2,0 days,Most of the time,Sometimes,No,No,No,No,No
27026,Yes,Yes,No,15 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Most of the time,Yes,No,No,Yes,Yes
27028,Yes,No,No,15 years old,Male,0 times,1 time,Sometimes,2,0 days,Sometimes,Rarely,No,No,No,Yes,Yes
27029,No,No,No,16 years old,Female,0 times,0 times,Rarely,2,0 days,Sometimes,Always,No,No,No,No,No
27030,Yes,No,No,16 years old,Female,0 times,1 time,Most of the time,2,1 or 2 days,Rarely,Always,Yes,Yes,No,No,No
27031,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
27032,Yes,Yes,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Never,No,No,No,No,No
27033,No,No,Yes,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Never,Never,No,No,No,No,No
27035,No,No,No,15 years old,Female,0 times,0 times,Rarely,2,0 days,Rarely,Rarely,No,No,No,No,No
27036,No,No,No,15 years old,Female,0 times,0 times,Rarely,2,0 days,Rarely,Sometimes,No,No,No,No,No
27037,Yes,Yes,Yes,15 years old,Female,0 times,0 times,Rarely,2,0 days,Rarely,Always,No,No,No,Yes,No
27040,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Most of the time,No,No,No,No,No
27041,Yes,Yes,Yes,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,Yes,No
27044,No,Yes,Yes,16 years old,Female,0 times,0 times,Never,1,0 days,Rarely,Never,No,No,No,Yes,No
27045,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,No,No
27047,No,No,No,16 years old,Female,0 times,1 time,Sometimes,2,1 or 2 days,Rarely,Sometimes,No,Yes,No,Yes,No
27048,No,No,No,16 years old,Male,0 times,0 times,Sometimes,2,1 or 2 days,Sometimes,Sometimes,No,Yes,No,No,No
27049,No,No,No,16 years old,Female,0 times,0 times,Most of the time,0,0 days,Rarely,Always,Yes,No,No,No,No
27051,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Rarely,No,No,No,Yes,No
